1 _ 1				1 _ 2				1 _ 3				1 _ 4				1 _ 5				1 _ 6			
Время	Сила	Ход	Экст.1	Время	Сила	Ход	Экст.1	Время	Сила	Ход	Экст.1	Время	Сила	Ход	Экст.1	Время	Сила	Ход	Экст.1	Время	Сила	Ход	Экст.1
сек	Н	мм	мм	сек	Н	мм	мм	сек	Н	мм	мм	сек	Н	мм	мм	сек	Н	мм	мм	сек	Н	мм	мм
14,5	43,11244	238,8619	86,11552	14,5	23,05667	238,8619	65,3375	14,5	21,44416	238,8616	61,05105	14,5	21,09051	238,8619	58,81691	14,5	20,4881	238,8618	59,25242	14,5	20,16862	238,8619	57,6636
14,52	43,16886	239,1951	86,29354	14,52	23,07971	239,195	65,41634	14,52	21,4386	239,1952	61,12989	14,52	21,11117	239,1952	58,89956	14,52	20,50479	239,1952	59,24034	14,52	20,13445	239,1951	57,82254
14,54	43,26105	239,5285	86,32978	14,54	23,11548	239,5284	65,52378	14,54	21,47277	239,5284	61,20173	14,54	21,08494	239,5285	58,97141	14,54	20,55327	239,5283	59,3516	14,54	20,11776	239,5284	57,83017
14,56	43,30158	239,8618	86,37682	14,56	23,12422	239,8617	65,70181	14,56	21,48469	239,8618	61,12607	14,56	21,05713	239,8619	59,13353	14,56	20,60254	239,8618	59,42662	14,56	20,11458	239,8618	57,9052
14,58	43,30794	240,1952	86,47219	14,58	23,16952	240,195	65,79272	14,58	21,52443	240,1952	61,12607	14,58	21,05077	240,1953	59,35923	14,58	20,66771	240,1951	59,5773	14,58	20,1122	240,1952	57,90965
14,6	43,34847	240,5284	86,65848	14,6	23,20369	240,5285	65,87601	14,6	21,59675	240,5284	61,22525	14,6	21,05792	240,5284	59,37131	14,6	20,67884	240,5285	59,75151	14,6	20,15034	240,5283	57,90965
14,62	43,40728	240,8618	86,81679	14,62	23,20051	240,8617	65,85249	14,62	21,6047	240,8617	61,41154	14,62	21,05077	240,862	59,43871	14,62	20,71619	240,8619	59,83861	14,62	20,202	240,8619	58,00819
14,64	43,45179	241,1952	86,91152	14,64	23,21641	241,1951	65,85249	14,64	21,62774	241,1952	61,65695	14,64	21,04918	241,1951	59,43489	14,64	20,77977	241,195	59,94161	14,64	20,25366	241,1951	58,12327
14,66	43,52808	241,5285	86,94776	14,66	23,23866	241,5285	65,92369	14,66	21,66748	241,5284	61,82353	14,66	21,1072	241,5285	59,43489	14,66	20,78136	241,5286	60,13552	14,66	20,29419	241,5283	58,34897
14,68	43,60199	241,8619	87,12196	14,68	23,27681	241,8617	66,05848	14,68	21,67702	241,8617	61,99773	14,68	21,13899	241,8619	59,50991	14,68	20,79487	241,8617	60,32626	14,68	20,32836	241,8619	58,52763
14,7	43,64014	242,1951	87,2364	14,7	23,26171	242,195	66,24857	14,7	21,68814	242,1952	62,00981	14,7	21,17872	242,1951	59,5773	14,7	20,7901	242,1951	60,62317	14,7	20,37048	242,1951	58,61855
14,72	43,68067	242,5285	87,43095	14,72	23,23945	242,5284	66,41451	14,72	21,7247	242,5284	62,00981	14,72	21,21528	242,5285	59,68793	14,72	20,80838	242,5285	60,86477	14,72	20,39353	242,5284	58,63063
14,74	43,67272	242,8618	87,51806	14,74	23,27681	242,8618	66,4978	14,74	21,74616	242,8618	62,00154	14,74	21,27489	242,8618	59,75533	14,74	20,79487	242,8618	60,9595	14,74	20,37922	242,8617	58,62236
14,76	43,72756	243,1952	87,60134	14,76	23,24978	243,195	66,54549	14,76	21,75331	243,1951	62,07721	14,76	21,31859	243,1953	59,93779	14,76	20,7456	243,1951	60,78529	14,76	20,36889	243,1951	58,53526
14,78	43,82849	243,5284	87,68018	14,78	23,26568	243,5283	66,5493	14,78	21,74854	243,5285	62,08484	14,78	21,32734	243,5285	60,03698	14,78	20,78374	243,5284	60,62317	14,78	20,37922	243,5284	58,62236
14,8	43,83087	243,8618	87,88618	14,8	23,34754	243,8617	66,64085	14,8	21,74854	243,8617	62,1446	14,8	21,36707	243,862	60,05669	14,8	20,82348	243,862	60,42099	14,8	20,39512	243,8618	58,63444
14,82	43,82849	244,1951	87,97773	14,82	23,39443	244,1951	66,74385	14,82	21,73742	244,1952	62,15604	14,82	21,38456	244,1952	60,13997	14,82	20,8203	244,195	60,32626	14,82	20,37366	244,1952	58,73744
14,84	43,88809	244,5283	88,01714	14,84	23,46357	244,5284	66,83858	14,84	21,74695	244,5285	62,2317	14,84	21,36548	244,5285	60,22708	14,84	20,86639	244,5285	60,41336	14,84	20,36413	244,5284	58,82835
14,86	43,92624	244,8619	88,15575	14,86	23,46992	244,8617	66,89835	14,86	21,74139	244,8616	62,4218	14,86	21,35595	244,8619	60,3377	14,86	20,90534	244,8618	60,68675	14,86	20,40466	244,8619	58,90401
14,88	43,95087	245,1948	88,24285	14,88	23,51125	245,195	67,03695	14,88	21,76444	245,1952	62,60808	14,88	21,34323	245,1951	60,42926	14,88	20,9101	245,195	60,9595	14,88	20,42452	245,195	59,05406
14,9	44,02161	245,5283	88,40116	14,9	23,51681	245,5285	67,11578	14,9	21,8002	245,5284	62,77784	14,9	21,33528	245,5285	60,51191	14,9	20,90216	245,5285	61,20555	14,9	20,42055	245,5284	59,14561
14,92	44,08519	245,8619	88,57536	14,92	23,51284	245,8617	67,24676	14,92	21,80735	245,8617	62,86557	14,92	21,32416	245,8619	60,6308	14,92	20,89818	245,8618	61,39183	14,92	20,46267	245,8618	59,36305
14,94	44,11459	246,1952	88,68281	14,94	23,52397	246,1951	67,35357	14,94	21,85027	246,1951	62,91262	14,94	21,33608	246,1952	60,6308	14,94	20,9403	246,1951	61,39565	14,94	20,52387	246,1951	59,44252
14,96	44,14399	246,5286	88,67836	14,96	23,51522	246,5284	67,35357	14,96	21,90193	246,5283	62,9247	14,96	21,38694	246,5284	60,69056	14,96	20,94507	246,5284	61,31236	14,96	20,5644	246,5285	59,51754
14,98	44,19486	246,8619	88,67836	14,98	23,53986	246,8617	67,48454	14,98	21,9512	246,8618	63,03151	14,98	21,4084	246,862	60,78529	14,98	20,94348	246,8618	61,21318	14,98	20,58109	246,8618	59,52199
15	44,23777	247,1952	88,73431	15	23,53827	247,1951	67,55956	15	21,96471	247,1951	63,03533	15	21,45767	247,1951	60,9595	15	20,97448	247,1951	61,21318	15	20,62162	247,1952	59,58493
15,02	44,32996	247,5284	88,98354	15,02	23,55973	247,5284	67,76174	15,02	21,98458	247,5285	63,11862	15,02	21,50854	247,5284	61,04279	15,02	21,00547	247,5285	61,31236	15,02	20,64308	247,5284	59,58493
15,04	44,38798	247,8619	89,2334	15,04	23,59549	247,8618	67,82532	15,04	22,03147	247,8617	63,21017	15,04	21,5586	247,8619	61,12989	15,04	21,02375	247,8618	61,55777	15,04	20,65579	247,8619	59,68793
15,06	44,37288	248,1951	89,37963	15,06	23,60423	248,195	67,88826	15,06	22,02431	248,1951	63,3049	15,06	21,58483	248,1951	61,20555	15,06	20,98322	248,1952	61,74024	15,06	20,63831	248,1951	59,75914
15,08	44,39513	248,5284	89,38408	15,08	23,6249	248,5283	67,92831	15,08	22,02749	248,5284	63,47911	15,08	21,59913	248,5286	61,30473	15,08	21,00786	248,5285	61,91063	15,08	20,61605	248,5284	59,94987
15,1	44,45473	248,8619	89,46673	15,1	23,63602	248,8618	68,00715	15,1	22,02749	248,8617	63,55858	15,1	21,59437	248,8618	61,39565	15,1	21,03329	248,8617	62,00981	15,1	20,63116	248,8618	60,0605
15,12	44,47063	249,1951	89,53413	15,12	23,67894	249,1949	68,0987	15,12	22,04021	249,1953	63,63805	15,12	21,58562	249,1952	61,40773	15,12	21,0309	249,1951	62,08102	15,12	20,63274	249,1952	60,22326
15,14	44,52229	249,5284	89,70451	15,14	23,71073	249,5284	68,28499	15,14	22,02988	249,5284	63,64186	15,14	21,58562	249,5284	61,49483	15,14	21,08415	249,5284	62,08102	15,14	20,62241	249,5284	60,3377
15,16	44,64388	249,8618	89,82722	15,16	23,71708	249,8617	68,53422	15,16	22,03782	249,8617	63,63805	15,16	21,57847	249,8619	61,48275	15,16	21,14773	249,8619	62,08484	15,16	20,63592	249,8618	60,4248
15,18	44,686	250,1951	89,83549	15,18	23,75523	250,1951	68,64103	15,18	22,08948	250,1952	63,64949	15,18	21,59913	250,1953	61,50246	15,18	21,19223	250,1951	62,14841	15,18	20,66453	250,1951	60,49601
15,2	44,68203	250,5283	89,91877	15,2	23,74252	250,5284	68,69698	15,2	22,08789	250,5285	63,84404	15,2	21,62139	250,5284	61,65695	15,2	21,20574	250,5286	62,20372	15,2	20,70745	250,5283	60,61935
15,22	44,74878	250,8619	90,01795	15,22	23,76874	250,8617	68,70079	15,22	22,11491	250,8617	64,02206	15,22	21,61026	250,8621	61,81971	15,22	21,21687	250,8619	62,31054	15,22	20,75275	250,8619	60,63525
15,24	44,78693	251,1951	90,22776	15,24	23,80212	251,1952	68,72431	15,24	22,16419	251,1952	64,20454	15,24	21,63172	251,1952	62,00154	15,24	21,24627	251,195	62,33025	15,24	20,80202	251,195	60,70201
15,26	44,80521	251,5284	90,42994	15,26	23,83868	251,5284	68,77962	15,26	22,18405	251,5284	64,33487	15,26	21,67702	251,5285	62,14841	15,26	21,23753	251,5286	62,49301	15,26	20,84017	251,5284	60,78148
15,28	44,88866	251,8619	90,56028	15,28	23,85616	251,8618	68,90297	15,28	22,20949	251,8617	64,43787	15,28	21,69053	251,8619	62,3188	15,28	21,20972	251,8617	62,60363	15,28	20,87116	251,8619	60,86095
15,3	44,97369	252,1951	90,58825	15,3	23,88318	252,1951	68,95828	15,3	22,25002	252,1952	64,44613	15,3	21,69768	252,1951	62,3188	15,3	21,22641	252,1952	62,67484	15,3	20,87593	252,195	60,9595
15,32	45,00548	252,5285	90,70269	15,32	23,91895	252,5283	69,05302	15,32	22,2826	252,5284	64,44613	15,32	21,73742	252,5284	62,22343	15,32	21,24389	252,5285	62,7861	15,32	20,8799	252,5285	60,96776
15,34	44,98879	252,8618	90,82603	15,34	23,93007	252,8618	69,23167	15,34	22,28737	252,8617	64,44168	15,34	21,80338	252,8619	62,22343	15,34	21,26137	252,8618	62,86939	15,34	20,86719	252,8617	61,11844
15,36	45,01661	253,1953	91,00024	15,36	23,96425	253,1949	69,35438	15,36	22,30088	253,1951	64,44613	15,36	21,84947	253,1953	62,22725	15,36	21,25263	253,1951	63,02007	15,36	20,85129	253,1952	61,21699
15,38	45,06747	253,5284	91,21004	15,38	23,97696	253,5284	69,48916	15,38	22,31042	253,5284	64,55294	15,38	21,85822	253,5285	62,40209	15,38	21,27012	253,5284	63,10272	15,38	20,87831	253,5283	61,32444
15,4	45,09211	253,8619	91,30096	15,4	24,00239	253,8618	69,58771	15,4	22,30326	253,8617	64,62034	15,4	21,88524	253,862	62,59219	15,4	21,33131	253,8619	63,2019	15,4	20,85288	253,8619	61,31999
15,42	45,16204	254,1952	91,30096	15,42	24,02624	254,195	69,67545	15,42	22,34141	254,1952	64,78246	15,42	21,89239	254,1952	62,67929	15,42	21,35118	254,195	63,30109	15,42	20,84891	254,1952	61,30473
15,44	45,22483	254,5283	91,45164	15,44	24,02067	254,5283	69,7066	15,44	22,32631	254,5286	64,96493	15,44	21,87411	254,5286	62,8535	15,44	21,37184	254,5285	63,3564	15,44	20,87593	254,5283	61,21318
15,46	45,25185	254,8619	91,5788	15,46	24,04213	254,8617	69,79433	15,46	22,32313	254,8617	65,05203	15,46	21,86378	254,8619	62,91707	15,46	21,42986	254,8618	63,36467	15,46	20,91885	254,862	61,22907
15,48	45,30112	255,195	91,71295	15,48	24,05643	255,195	69,86109	15,48	22,34141	255,1952	65,12324	15,48	21,85901	255,1952	63,03533	15,48	21,45926	255,1951	63,4594	15,48	20,9562	255,1951	61,40773
15,5	45,3647	255,5285	91,79243	15,5	24,06438	255,5285	69,99207	15,5	22,36128	255,5283	65,21861	15,5	21,86298	255,5285	63,10272	15,5	21,4839	255,5285	63,62979	15,5	20,99037	255,5284	61,66077
15,52	45,40682	255,8618	91,95074	15,52	24,06756	255,8618	69,99588	15,52	22,40261	255,8618	65,30571	15,52	21,87173	255,8619	63,1148	15,52	21,48469	255,8618	63,74105	15,52	21,02375	255,8617	61,91063
15,54	45,45609	256,1952	92,06963	15,54	24,0914	256,1951	69,99588	15,54	22,43042	256,1952	65,39281	15,54	21,86775	256,1952	63,18982	15,54	21,51728	256,1951	63,8396	15,54	21,06428	256,1951	62,08484
15,56	45,50854	256,5285	92,1332	15,56	24,1375	256,5284	70,02767	15,56	22,46698	256,5284	65,57528	15,56	21,90113	256,5284	63,19427	15,56	21,52602	256,5285	63,92288	15,56	21,08415	256,5285	62,15223
15,58	45,51967	256,8618	92,30741	15,58	24,15895	256,8617	70,11858	15,58	22,50513	256,8618	65,6662	15,58	21,94881	256,862	63,1148	15,58	21,499	256,8619	64,01825	15,58	21,10084	256,8618	62,21962
15,6	45,57371	257,1952	92,45809	15,6	24,18836	257,1951	70,33285	15,6	22,52102	257,1952	65,67383	15,6	21,98855	257,1951	63,18982	15,6	21,51807	257,1951	64,18864	15,6	21,11991	257,1952	62,21581
15,62	45,68815	257,5284	92,49751	15,62	24,19233	257,5284	70,56681	15,62	22,55281	257,5285	65,67383	15,62	22,02431	257,5285	63,36848	15,62	21,50933	257,5286	64,20008	15,62	21,15885	257,5284	62,21581
15,64	45,66669	257,8619	92,56872	15,64	24,17723	257,8618	70,72131	15,64	22,58857	257,8618	65,67383	15,64	22,07438	257,8619	63,6336	15,64	21,50854	257,8618	64,19627	15,64	21,15409	257,8619	62,14841
15,66	45,67146	258,1952	92,69968	15,66	24,16213	258,1951	70,76836	15,66	22,61321	258,1952	65,67383	15,66	22,12604	258,1951	63,74868	15,66	21,499	258,195	64,20454	15,66	21,13342	258,1951	62,15604
15,68	45,75093	258,5284	92,82621	15,68	24,14544	258,5284	70,81604	15,68	22,61321	258,5285	65,68972	15,68	22,14114	258,5285	63,92288	15,68	21,53079	258,5285	64,28337	15,68	21,14932	258,5284	62,23552
15,7	45,7867	258,8619	92,98897	15,7	24,19949	258,8618	70,84402	15,7	22,59254	258,8617	65,86838	15,7	22,16657	258,8618	64,00236	15,7	21,5896	258,8618	64,43024	15,7	21,16124	258,8618	62,41735
15,72	45,80816	259,1951	93,12376	15,72	24,23048	259,195	70,80015	15,72	22,59731	259,1951	66,12587	15,72	22,18485	259,1953	64,00999	15,72	21,60708	259,1951	64,53323	15,72	21,13819	259,1951	62,60363
15,74	45,8924	259,5284	93,16317	15,74	24,24399	259,5284	70,89106	15,74	22,58539	259,5285	66,30007	15,74	22,16657	259,5284	64,00999	15,74	21,6341	259,5283	64,61652	15,74	21,12547	259,5284	62,78229
15,76	45,93452	259,8618	93,2382	15,76	24,26863	259,8616	71,16445	15,76	22,56393	259,8617	66,4622	15,76	22,13955	259,8619	64,01825	15,76	21,68576	259,8619	64,71952	15,76	21,16283	259,8618	62,90499
15,78	45,88683	260,1951	93,43656	15,78	24,29644	260,195	71,31513	15,78	22,58142	260,1952	66,5493	15,78	22,15067	260,1952	64,01825	15,78	21,73583	260,195	64,76656	15,78	21,17634	260,1951	62,90881
15,8	45,90988	260,5284	93,46835	15,8	24,33697	260,5285	71,40223	15,8	22,65135	260,5284	66,54167	15,8	22,14591	260,5285	64,12506	15,8	21,74139	260,5285	64,88165	15,8	21,21846	260,5283	62,92089
15,82	46,03068	260,8618	93,54719	15,82	24,32823	260,8617	71,40668	15,82	22,71096	260,8617	66,53786	15,82	22,13001	260,862	64,27574	15,82	21,73742	260,8619	64,88165	15,82	21,29157	260,8619	63,03533
15,84	46,12446	261,1951	93,66226	15,84	24,38386	261,1951	71,32339	15,84	22,75387	261,1952	66,46601	15,84	22,10538	261,195	64,44168	15,84	21,74695	261,1951	64,95285	15,84	21,34085	261,1951	63,03533
15,86	46,19519	261,5285	93,90768	15,86	24,46493	261,5284	71,32339	15,86	22,83494	261,5284	66,46601	15,86	22,13717	261,5286	64,60825	15,86	21,75967	261,5286	65,03996	15,86	21,38535	261,5284	63,11099
15,88	46,21506	261,8619	93,99477	15,88	24,49989	261,8617	71,35455	15,88	22,88739	261,8617	66,4781	15,88	22,1769	261,8618	64,71952	15,88	21,72867	261,8617	65,11179	15,88	21,4076	261,8618	63,21017
15,9	46,21108	262,1953	94,10986	15,9	24,54996	262,195	71,4976	15,9	22,89772	262,1952	66,67646	15,9	22,22935	262,1951	64,76275	15,9	21,73583	262,1952	65,20653	15,9	21,42111	262,1951	63,36021
15,92	46,2087	262,5285	94,16962	15,92	24,54281	262,5284	71,7392	15,92	22,90487	262,5284	67,01723	15,92	22,29849	262,5284	64,77102	15,92	21,74854	262,5285	65,21479	15,92	21,44575	262,5284	63,36467
15,94	46,26672	262,8618	94,26817	15,94	24,51658	262,8618	72,0005	15,94	22,88898	262,8618	67,25439	15,94	22,37956	262,8619	64,87402	15,94	21,78033	262,8617	65,29745	15,94	21,4235	262,8617	63,46321
15,96	46,34937	263,1952	94,41885	15,96	24,46969	263,195	72,08761	15,96	22,87706	263,1951	67,37328	15,96	22,40896	263,1953	64,9573	15,96	21,79861	263,1951	65,3731	15,96	21,42588	263,1952	63,48355
15,98	46,39228	263,5284	94,50976	15,98	24,45141	263,5284	72,14292	15,98	22,84606	263,5285	67,44512	15,98	22,39784	263,5284	65,03996	15,98	21,83199	263,5285	65,39663	15,98	21,40522	263,5284	63,64568
16	46,43996	263,8619	94,5975	16	24,50307	263,8617	72,13911	16	22,83255	263,8617	67,34594	16	22,41611	263,862	65,05585	16	21,85822	263,8619	65,58291	16	21,40125	263,8619	63,83197
16,02	46,47811	264,1951	94,7361	16,02	24,53804	264,1951	72,17916	16,02	22,83096	264,1953	67,25057	16,02	22,42168	264,1952	65,12705	16,02	21,86537	264,1949	65,74949	16,02	21,3782	264,1952	64,01443
16,04	46,51308	264,5284	94,85499	16,04	24,57619	264,5284	72,2777	16,04	22,81269	264,5285	67,25439	16,04	22,42247	264,5285	65,11561	16,04	21,921	264,5284	65,8563	16,04	21,37661	264,5284	64,12125
16,06	46,5854	264,8619	95,02474	16,06	24,62149	264,8617	72,4678	16,06	22,82778	264,8616	67,37328	16,06	22,39466	264,8619	65,12324	16,06	21,95358	264,8618	66,02287	16,06	21,4386	264,8619	64,12506
16,08	46,63388	265,1949	95,13219	16,08	24,67314	265,195	72,64265	16,08	22,87388	265,1953	67,53603	16,08	22,42724	265,1953	65,12324	16,08	21,97504	265,1951	66,10998	16,08	21,43065	265,195	64,19627
16,1	46,67044	265,5284	95,19514	16,1	24,69381	265,5284	72,8124	16,1	22,90487	265,5283	67,63077	16,1	22,44393	265,5285	65,12324	16,1	21,98696	265,5284	66,2206	16,1	21,46562	265,5285	64,26748
16,12	46,69905	265,8617	95,36997	16,12	24,71367	265,8617	72,92747	16,12	22,93189	265,8617	67,83676	16,12	22,42247	265,8618	65,38073	16,12	21,99729	265,8619	66,29181	16,12	21,54191	265,8618	64,28337
16,14	46,75071	266,1952	95,46471	16,14	24,75341	266,1951	72,99868	16,14	22,97401	266,1951	67,97981	16,14	22,44473	266,1953	65,59054	16,14	22,02431	266,195	66,45457	16,14	21,60946	266,1951	64,33868
16,16	46,78011	266,5285	95,57597	16,16	24,75341	266,5284	73,02284	16,16	23,0511	266,5284	68,07836	16,16	22,47175	266,5284	65,85249	16,16	22,02749	266,5285	66,46601	16,16	21,64284	266,5284	64,34695
16,18	46,82541	266,8618	95,66689	16,18	24,76692	266,8617	73,03873	16,18	23,09958	266,8618	68,17754	16,18	22,48764	266,862	66,02287	16,18	22,04736	266,8619	66,46601	16,18	21,65	266,8619	64,54086
16,2	46,90011	267,1952	95,76607	16,2	24,79871	267,1951	72,99105	16,2	23,09799	267,1951	68,26083	16,2	22,52022	267,195	66,12142	16,2	22,07597	267,1951	66,46601	16,2	21,6651	267,1952	64,71125
16,22	46,97959	267,5284	95,88051	16,22	24,81858	267,5284	73,02284	16,22	23,15124	267,5285	68,34793	16,22	22,5687	267,5284	66,11379	16,22	22,09743	267,5286	66,46601	16,22	21,65874	267,5284	64,78246
16,24	46,98674	267,862	96,08269	16,24	24,83288	267,8618	73,12202	16,24	23,15998	267,8617	68,34412	16,24	22,62831	267,862	66,01461	16,24	22,12206	267,8617	66,6523	16,24	21,64364	267,8619	64,88546
16,26	47,01614	268,1952	96,17805	16,26	24,82096	268,1951	73,28796	16,26	23,15601	268,1952	68,41532	16,26	22,66407	268,1951	66,01461	16,26	22,09902	268,1952	66,74767	16,26	21,62377	268,1951	64,96111
16,28	47,09085	268,5285	96,21366	16,28	24,79951	268,5285	73,47425	16,28	23,13375	268,5285	68,43122	16,28	22,71334	268,5286	66,03432	16,28	22,13558	268,5285	66,90216	16,28	21,61582	268,5284	65,03614
16,3	47,13694	268,8618	96,34844	16,3	24,8305	268,8617	73,63701	16,3	23,15601	268,8617	68,60924	16,3	22,74354	268,8618	66,28418	16,3	22,14432	268,8618	67,08018	16,3	21,62298	268,8618	65,03996
16,32	47,13218	269,1951	96,5341	16,32	24,87501	269,1949	73,69995	16,32	23,14886	269,1952	68,70461	16,32	22,74831	269,1953	66,45457	16,32	22,10538	269,1951	67,15965	16,32	21,62059	269,1952	65,03996
16,34	47,15919	269,5284	96,63709	16,34	24,90203	269,5285	73,87861	16,34	23,11627	269,5284	68,87499	16,34	22,72288	269,5284	66,66056	16,34	22,13717	269,5284	67,24676	16,34	21,61185	269,5284	65,03996
16,36	47,2188	269,8618	96,84753	16,36	24,92031	269,8616	74,00131	16,36	23,1425	269,8617	69,02122	16,36	22,68473	269,862	66,75148	16,36	22,16895	269,8619	67,25439	16,36	21,66986	269,8618	65,12705
16,38	47,25615	270,195	96,92255	16,38	24,95368	270,195	74,08842	16,38	23,18064	270,1953	69,12041	16,38	22,6895	270,1953	66,8424	16,38	22,18167	270,195	67,25439	16,38	21,70563	270,1951	65,30952
16,4	47,35788	270,5284	96,96642	16,4	24,98468	270,5285	74,08842	16,4	23,20369	270,5285	69,12041	16,4	22,66645	270,5285	66,76356	16,4	22,19359	270,5286	67,24294	16,4	21,74139	270,5283	65,39281
16,42	47,46437	270,8619	97,05353	16,42	25,0117	270,8618	74,00513	16,42	23,22753	270,8616	69,11659	16,42	22,65533	270,862	66,66438	16,42	22,23094	270,8619	67,34594	16,42	21,81689	270,8618	65,58291
16,44	47,46119	271,195	97,23536	16,44	25,04349	271,1951	74,00513	16,44	23,25773	271,1952	69,11659	16,44	22,66169	271,1952	66,66819	16,44	22,27783	271,1951	67,25057	16,44	21,85901	271,195	65,67828
16,46	47,48742	271,5285	97,40575	16,46	25,09356	271,5284	74,1361	16,46	23,31336	271,5284	69,13248	16,46	22,70937	271,5286	66,84685	16,46	22,28578	271,5285	67,25057	16,46	21,89716	271,5285	65,7692
16,48	47,55497	271,8618	97,44581	16,48	25,13091	271,8618	74,31412	16,48	23,338	271,8617	69,33022	16,48	22,75705	271,8618	67,01279	16,48	22,29691	271,8617	67,36565	16,48	21,91702	271,8618	65,8563
16,5	47,59709	272,1952	97,50875	16,5	25,13568	272,1951	74,49659	16,5	23,35866	272,1951	69,42558	16,5	22,79679	272,1952	67,09226	16,5	22,3128	272,1952	67,52777	16,5	21,96471	272,1951	65,92751
16,52	47,6249	272,5285	97,6874	16,52	25,12852	272,5284	74,68668	16,52	23,38489	272,5284	69,68689	16,52	22,86911	272,5285	67,16728	16,52	22,3279	272,5284	67,82913	16,52	21,99332	272,5284	66,02669
16,54	47,63762	272,8618	97,85334	16,54	25,11978	272,8617	74,80112	16,54	23,3984	272,8618	69,84138	16,54	22,92474	272,8618	67,25439	16,54	22,32631	272,8618	68,14575	16,54	21,96391	272,8618	66,11379
16,56	47,64716	273,1953	97,98431	16,56	25,11342	273,1951	74,80112	16,56	23,38886	273,1951	69,92849	16,56	22,94302	273,1952	67,44894	16,56	22,28101	273,195	68,32441	16,56	21,93689	273,1952	66,11379
16,58	47,69564	273,5284	98,05933	16,58	25,09594	273,5284	74,80558	16,58	23,38251	273,5285	69,98825	16,58	22,96527	273,5285	67,52396	16,58	22,29452	273,5284	68,40324	16,58	21,91544	273,5284	66,02287
16,6	47,80849	273,8619	98,1032	16,6	25,12217	273,8617	74,80558	16,6	23,42304	273,8617	69,99588	16,6	22,98514	273,862	67,53222	16,6	22,32631	273,8619	68,33649	16,6	21,91464	273,8619	66,02287
16,62	47,8673	274,1952	98,28123	16,62	25,15554	274,195	74,88441	16,62	23,43416	274,1952	70,00033	16,62	23,00342	274,1951	67,61106	16,62	22,3279	274,195	68,1661	16,62	21,88524	274,1952	66,01842
16,64	47,89114	274,5284	98,45161	16,64	25,15316	274,5284	74,88886	16,64	23,41032	274,5285	70,00033	16,64	22,98752	274,5286	67,71024	16,64	22,41055	274,5285	68,0631	16,64	21,84153	274,5283	66,12142
16,66	47,91101	274,8619	98,49548	16,66	25,18892	274,8618	74,99567	16,66	23,40555	274,8617	70,18217	16,66	22,97401	274,8619	67,81705	16,66	22,47572	274,8617	68,06692	16,66	21,89318	274,8619	66,30007
16,68	47,94598	275,195	98,49548	16,68	25,24058	275,195	75,2767	16,68	23,44131	275,1953	70,25337	16,68	22,95574	275,1953	67,89271	16,68	22,52579	275,1952	68,24875	16,68	21,9353	275,195	66,55375
16,7	47,95234	275,5285	98,53872	16,7	25,27316	275,5285	75,4865	16,7	23,46357	275,5283	70,35637	16,7	22,93428	275,5284	68,06692	16,7	22,56314	275,5285	68,41914	16,7	21,9504	275,5284	66,8424
16,72	48,04373	275,8617	98,7606	16,72	25,27634	275,8616	75,68105	16,72	23,47549	275,8618	70,45555	16,72	22,93189	275,8619	68,17373	16,72	22,56552	275,8619	68,76818	16,72	21,9957	275,8618	67,01279
16,74	48,18599	276,1951	98,9666	16,74	25,3129	276,195	75,71665	16,74	23,5494	276,1952	70,45174	16,74	22,92077	276,1953	68,25701	16,74	22,59652	276,195	68,95447	16,74	22,02034	276,1951	66,99689
16,76	48,22969	276,5284	99,11346	16,76	25,38204	276,5285	75,81139	16,76	23,60662	276,5284	70,45937	16,76	22,98117	276,5284	68,25701	16,76	22,57029	276,5285	69,21959	16,76	22,08392	276,5284	66,90598
16,78	48,25115	276,8619	99,2082	16,78	25,40668	276,8617	75,91057	16,78	23,61377	276,8618	70,46763	16,78	23,0058	276,862	68,26464	16,78	22,55917	276,8619	69,23167	16,78	22,1324	276,8618	66,84685
16,8	48,30599	277,1952	99,1567	16,8	25,4186	277,1952	76,10448	16,8	23,65033	277,1952	70,61831	16,8	23,05984	277,1951	68,34793	16,8	22,55519	277,1951	69,22722	16,8	22,17134	277,1951	66,90216
16,82	48,34731	277,5284	99,24825	16,82	25,44085	277,5284	76,19604	16,82	23,69642	277,5285	70,85991	16,82	23,11627	277,5285	68,51069	16,82	22,56075	277,5286	69,11659	16,82	22,21584	277,5284	67,01723
16,84	48,34096	277,8619	99,45425	16,84	25,45834	277,8619	76,23545	16,84	23,69722	277,8617	71,06145	16,84	23,16475	277,8619	68,69698	16,84	22,57029	277,8618	69,02567	16,84	22,21743	277,8619	67,17554
16,86	48,40533	278,1951	99,60047	16,86	25,43926	278,195	76,27106	16,86	23,69483	278,1952	71,14474	16,86	23,19654	278,1952	68,86292	16,86	22,54804	278,1951	69,11659	16,86	22,223	278,1951	67,36565
16,88	48,44586	278,5284	99,71555	16,88	25,42098	278,5283	76,24308	16,88	23,69881	278,5284	71,20832	16,88	23,21243	278,5286	68,87118	16,88	22,58857	278,5284	69,21577	16,88	22,22458	278,5285	67,52396
16,9	48,47686	278,8618	99,76705	16,9	25,44244	278,8618	76,32256	16,9	23,71232	278,8617	71,21595	16,9	23,26568	278,8618	68,95447	16,9	22,68235	278,8618	69,39379	16,9	22,24445	278,8618	67,61106
